,Totaal_1,BrutoBinnenlandsProduct_2,Totaal_3,Goederen_4,Diensten_5,Totaal_6,Totaal_7,Totaal_8,Huishoudens_9,Overheid_10,Totaal_11,BedrijvenEnHuishoudens_12,Overheid_13,VeranderingInVoorraden_14,Totaal_15,Goederen_16,Diensten_17,Totaal_18,Totaal_19,ALandbouwBosbouwEnVisserij_20,Totaal_21,BDelfstoffenwinning_22,Totaal_23,k_1012VoedingsGenotmiddelenindustrie_24,k_1315TextielKledingLederindustrie_25,k_1618HoutPapierGrafischeIndustr_26,k_19AardolieIndustrie_27,k_2021ChemieEnFarmaceutischeIndustrie_28,k_2223KunststofEnBouwmateriaalindustr_29,k_2425BasismetaalMetaalprodIndustrie_30,k_2627ElektrischeEnElektronIndustrie_31,k_28MachineIndustrie_32,k_2930Transportmiddelenindustrie_33,k_3133OverigeIndustrieEnReparatie_34,DEnergievoorziening_35,EWaterbedrijvenEnAfvalbeheer_36,FBouwnijverheid_37,Totaal_38,Totaal_39,GHandel_40,HVervoerEnOpslag_41,IHoreca_42,JInformatieEnCommunicatie_43,KFinancieleDienstverlening_44,LVerhuurEnHandelVanOnroerendGoed_45,Totaal_46,MSpecialistischeZakelijkeDiensten_47,Totaal_48,k_77VerhuurVanRoerendeGoederen_49,k_78UitzendbureausEnArbeidsbemiddeling_50,k_79ReisbureausReisorganisatieEnInfo_51,k_8082BeveiligingEnOverigeDiensten_52,Totaal_53,Totaal_54,Totaal_55,OOpenbaarBestuurEnOverheidsdiensten_56,POnderwijs_57,QGezondheidsEnWelzijnszorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,BrutoBinnenlandsProduct_63,BeloningVanWerknemers_64,NettoExploitatieoverschot_65,Saldo_66,BelastingenOpProductieEnInvoer_67,Subsidies_68,NettoBinnenlandsProduct_69,VerbruikVanVasteActiva_70,BrutoBinnenlandsProduct_71,BrutoBinnenlandsProduct_72,Saldo_73,OntvangenPrimaireInkomensBuitenland_74,BetaaldePrimaireInkomensBuitenland_75,BrutoNationaalInkomen_76,Saldo_77,OntvangenInkomensoverdrachtBuitenland_78,BetaaldeInkomensoverdrachtenBuitenland_79,BrutoBeschikbaarNationaalInkomen_80,ConsumptieveBestedingen_81,CorrectiePensioenvoorziening_82,BrutoNationaleBesparingen_83,BrutoInvesteringen_84,NationaalInkomensoverschot_85,UitvoersaldoGoederen_86,UitvoersaldoDiensten_87,SaldoPrimaireInkomensBuitenland_88,SaldoInkomensoverdrachtenBuitenland_89,CorrectiePensioenvoorziening_90,SaldoLopendeTransactiesBuitenland_91,Saldo_92,OntvangenKapitaaloverdrachten_93,BetaaldeKapitaaloverdrachten_94,SaldoAanEnVerkopenVanNietGeprod_95,NationaalVorderingensaldo_96,Totaal_97,Totaal_98,Totaal_99,Totaal_100,Voedingsmiddelen_101,DrankenEnTabak_102,Totaal_103,KledingEnTextiel_104,SchoenenEnLederwaren_105,WoninginrichtingEnWoningdecoratie_106,ElektrischeApparatuur_107,VervoermiddelenEnOnderdelen_108,OverigeDuurzameGoederen_109,TotaalOverigeGoederen_110,EnergieEnWater_111,BrandstoffenEnOverigeGoederen_112,Totaal_113,Huisvesting_114,Horecadiensten_115,RecreatieEnCultuurdiensten_116,VervoerEnCommunicatieDiensten_117,MedischeDienstenEnWelzijnszorg_118,FinancieleEnZakelijkeDiensten_119,OverigeDiensten_120,BinnenlandsConsumptieHuishoudens_121,ConsumptieIngezetenenInHetBuitenland_122,ConsumptieNietIngezetenenInNederland_123,Totaal_124,IndividueleConsumptieOverheid_125,CollectieveConsumptieOverheid_126,Totaal_127,WerkelijkeIndividueleConsumptie_128,WerkelijkeCollectieveConsumptie_129,Totaal_130,Totaal_131,Woningen_132,Totaal_133,Gebouwen_134,GrondWegEnWaterbouwkundigeWerken_135,OverdrachtskostenOpGrond_136,Vervoermiddelen_137,Totaal_138,Computers_139,Telecommunicatieapparatuur_140,MachinesEnOverigeMaterieleActiva_141,InCultuurGebrachteActiva_142,Totaal_143,ComputerprogrammatuurEnDatabanken_144,OnderzoekEnOntwikkeling_145,OverigeImmaterieleActiva_146,VerkoopVanGebruikteVasteActiva_147,Totaal_148,Totaal_149,ALandbouwBosbouwEnVisserij_150,BFNijverheidEnEnergie_151,GNCommercieleDienstverlening_152,OUNietCommercieleDienstverlening_153,VerkoopVanGebruikteVasteActiva_154,Totaal_155,LandbouwBosbouwEnVisserijproducten_156,WinningVanDelfstoffen_157,VoedingsmiddelenDrankenEnTabak_158,TextielKledingEnProductenVanLeder_159,HoutEnPapierwarenDrukwerk_160,Aardolieproducten_161,ChemischeEnFarmaceutischeProducten_162,RubberKunststofEnMineraleProducten_163,BasismetalenEnMetaalproducten_164,MachinesEnElektrischeApparatuur_165,ElektrotechnischeEnOptischeApparatuur_166,Transportmiddelen_167,OverigeIndustrieleProducten_168,OverigeProducten_169,ConsumptieNietIngezetenenInNederland_170,CifFobCorrectie_171,Totaal_172,UitvoerGoederenUitProductie_173,Wederuitvoer_174,Totaal_175,ConsumptieNietIngezetenenInNederland_176,OverigeUitvoerVanDiensten_177,CifFobCorrectie_178,Totaal_179,LandbouwBosbouwEnVisserijproducten_180,WinningVanDelfstoffen_181,VoedingsmiddelenDrankenEnTabak_182,TextielKledingEnProductenVanLeder_183,HoutEnPapierwarenDrukwerk_184,Aardolieproducten_185,ChemischeEnFarmaceutischeProducten_186,RubberKunststofEnMineraleProducten_187,BasismetalenEnMetaalproducten_188,MachinesEnElektrischeApparatuur_189,ElektrotechnischeEnOptischeApparaten_190,Transportmiddelen_191,OverigeIndustrieleProducten_192,OverigeProducten_193,ConsumptieIngezetenenInHetBuitenland_194,CifFobCorrectie_195,Totaal_196,InvoerGoederenCif_197,CifFobCorrectieEnHerclassificatie_198,Totaal_199,InvoerDienstenCif_200,CifFobHerclassificatie_201,Totaal_202,ProductgebondenBelastingen_203,NietProductgebondenBelastingen_204,TotaalSubsidies_205,ProductgebondenSubsidies_206,NietProductgebondenSubsidies_207
2007-01-01,257301.0,163670.0,93903.0,72254.0,21290.0,257301.0,148784.0,115368.0,77270.0,38094.0,34368.0,27936.0,6351.0,-1306.0,108823.0,86156.0,22135.0,144532.0,36766.0,2811.0,25928.0,4092.0,19084.0,2714.0,345.0,1024.0,169.0,3392.0,1339.0,2243.0,2163.0,1979.0,1260.0,2617.0,1834.0,780.0,7820.0,75915.0,29401.0,19237.0,7243.0,3056.0,6041.0,12001.0,7733.0,20596.0,12171.0,8412.0,1666.0,3955.0,402.0,2363.0,31531.0,27643.0,16258.0,9711.0,6549.0,11335.0,3935.0,19388.0,19550.0,169.0,163670.0,,,19133.0,21165.0,1999.0,138567.0,25217.0,163670.0,163670.0,,60157.0,59629.0,165039.0,,2220.0,5601.0,161657.0,115368.0,,46097.0,33111.0,,,,,,,,,,,,,115368.0,77270.0,34451.0,10431.0,7899.0,2534.0,14463.0,3071.0,782.0,3380.0,1533.0,4205.0,1809.0,9567.0,3450.0,6129.0,42875.0,14972.0,6317.0,3863.0,4089.0,2394.0,5775.0,5617.0,77396.0,1863.0,2014.0,38094.0,25345.0,12748.0,115368.0,102621.0,12748.0,34368.0,35363.0,8906.0,9609.0,5255.0,4223.0,160.0,3022.0,764.0,603.0,169.0,6560.0,196.0,5993.0,3334.0,2577.0,51.0,739.0,34368.0,35363.0,1177.0,5695.0,20054.0,8245.0,739.0,108823.0,,,,,,,,,,,,,,,2014.0,-573.0,86156.0,46158.0,40010.0,22135.0,2014.0,20723.0,-573.0,93903.0,,,,,,,,,,,,,,,1863.0,-573.0,72254.0,73729.0,-1474.0,21290.0,20354.0,901.0,21165.0,19550.0,1593.0,1999.0,169.0,1827.0
2007-04-01,265915.0,166693.0,99662.0,73329.0,24826.0,265915.0,154789.0,119378.0,78402.0,40966.0,36056.0,29314.0,6700.0,-933.0,111120.0,85754.0,24940.0,147914.0,34813.0,2290.0,24047.0,2724.0,18911.0,3317.0,314.0,1136.0,107.0,3024.0,1396.0,2043.0,2054.0,1775.0,1158.0,2632.0,1532.0,812.0,8344.0,78459.0,30152.0,19479.0,7342.0,3463.0,6738.0,12410.0,7916.0,20872.0,12058.0,8812.0,1662.0,4264.0,311.0,2517.0,34416.0,30388.0,19026.0,11143.0,7885.0,11367.0,4106.0,18945.0,19119.0,172.0,166693.0,,,19248.0,21042.0,1962.0,141490.0,25280.0,166693.0,166693.0,,69287.0,75660.0,162762.0,,3152.0,5280.0,160644.0,119378.0,,41278.0,35277.0,,,,,,,,,,,,,119378.0,78402.0,34437.0,11011.0,7911.0,3165.0,14675.0,3174.0,1047.0,3465.0,1749.0,3293.0,2077.0,8738.0,1946.0,6810.0,43131.0,14615.0,6447.0,3745.0,4435.0,2209.0,6058.0,5691.0,77593.0,3332.0,2519.0,40966.0,26969.0,14010.0,119378.0,105368.0,14010.0,36056.0,36879.0,9568.0,10463.0,5872.0,4326.0,243.0,2898.0,881.0,709.0,176.0,6465.0,121.0,5808.0,3424.0,2253.0,123.0,820.0,36056.0,36879.0,1317.0,6030.0,20986.0,8453.0,820.0,111120.0,,,,,,,,,,,,,,,2519.0,-586.0,85754.0,45892.0,39901.0,24940.0,2519.0,23034.0,-586.0,99662.0,,,,,,,,,,,,,,,3332.0,-586.0,73329.0,74853.0,-1531.0,24826.0,23838.0,945.0,21042.0,19119.0,1856.0,1962.0,172.0,1784.0
2007-07-01,261522.0,162777.0,99001.0,74016.0,24639.0,261522.0,151889.0,117082.0,78986.0,38060.0,33389.0,27158.0,6186.0,1205.0,109916.0,85547.0,24080.0,145067.0,33943.0,2823.0,23918.0,3066.0,18350.0,3579.0,273.0,1002.0,114.0,3102.0,1254.0,2045.0,1807.0,2131.0,1060.0,2167.0,1570.0,793.0,7111.0,78575.0,28915.0,18228.0,7586.0,3205.0,6423.0,13937.0,8244.0,21038.0,11595.0,9463.0,1955.0,4672.0,670.0,2184.0,32303.0,28314.0,16638.0,9672.0,6968.0,11650.0,4022.0,17865.0,18060.0,190.0,162777.0,,,18086.0,20063.0,2067.0,137500.0,25383.0,162777.0,162777.0,,67990.0,69448.0,161994.0,,2809.0,5321.0,159487.0,117082.0,,42360.0,34594.0,,,,,,,,,,,,,117082.0,78986.0,33503.0,10759.0,7697.0,3098.0,14428.0,3012.0,1044.0,3413.0,1827.0,3208.0,2051.0,8259.0,1897.0,6376.0,43391.0,15065.0,6079.0,3858.0,4601.0,2480.0,6069.0,5118.0,76913.0,4704.0,2642.0,38060.0,25065.0,12991.0,117082.0,104079.0,12991.0,33389.0,34072.0,8292.0,9319.0,5178.0,3725.0,413.0,2803.0,927.0,792.0,140.0,6220.0,-20.0,6213.0,3392.0,2586.0,247.0,672.0,33389.0,34072.0,1077.0,5700.0,19614.0,7472.0,672.0,109916.0,,,,,,,,,,,,,,,2642.0,-550.0,85547.0,44873.0,40722.0,24080.0,2642.0,22024.0,-550.0,99001.0,,,,,,,,,,,,,,,4704.0,-550.0,74016.0,75469.0,-1452.0,24639.0,23705.0,902.0,20063.0,18060.0,1971.0,2067.0,190.0,1875.0
2007-10-01,286900.0,173321.0,114038.0,75837.0,38233.0,286900.0,169161.0,120860.0,78110.0,42684.0,47492.0,40145.0,7156.0,315.0,118261.0,91089.0,26898.0,152811.0,37971.0,2659.0,27454.0,5230.0,19207.0,3445.0,297.0,1169.0,569.0,3077.0,1339.0,2128.0,1715.0,2268.0,986.0,2515.0,1801.0,881.0,7936.0,79679.0,28964.0,18595.0,7394.0,3079.0,6766.0,14914.0,8333.0,21033.0,12065.0,9013.0,1957.0,4325.0,354.0,2341.0,34882.0,30916.0,19350.0,11113.0,8235.0,11654.0,4008.0,20682.0,20866.0,184.0,173321.0,,,22419.0,24276.0,2087.0,148057.0,25411.0,173321.0,173321.0,,69290.0,69495.0,173343.0,,2500.0,6000.0,169847.0,120860.0,,48999.0,47679.0,,,,,,,,,,,,,120860.0,78110.0,34938.0,11384.0,8239.0,3236.0,13716.0,3122.0,883.0,3567.0,1704.0,2758.0,1780.0,9779.0,3648.0,6260.0,42926.0,14888.0,6109.0,3365.0,4206.0,2305.0,6308.0,5660.0,77873.0,2321.0,2076.0,42684.0,27659.0,15063.0,120860.0,105793.0,15063.0,47492.0,48502.0,8785.0,10532.0,5980.0,4104.0,445.0,3170.0,1149.0,1045.0,123.0,6727.0,-22.0,17830.0,5946.0,11470.0,472.0,995.0,47492.0,48502.0,1158.0,6304.0,31874.0,8676.0,995.0,118261.0,,,,,,,,,,,,,,,2076.0,-591.0,91089.0,48679.0,42467.0,26898.0,2076.0,25431.0,-591.0,114038.0,,,,,,,,,,,,,,,2321.0,-591.0,75837.0,77423.0,-1573.0,38233.0,37221.0,982.0,24276.0,20866.0,3410.0,2087.0,184.0,1898.0
2008-01-01,268228.0,169294.0,99197.0,75911.0,22946.0,268228.0,153158.0,117671.0,78487.0,39182.0,36273.0,29182.0,7045.0,-1232.0,115350.0,90273.0,24572.0,150021.0,38372.0,2916.0,26994.0,4694.0,19402.0,2748.0,357.0,1067.0,212.0,3188.0,1357.0,2311.0,2263.0,2062.0,1299.0,2650.0,1936.0,784.0,8245.0,79027.0,29898.0,19501.0,7511.0,3008.0,6293.0,13173.0,7884.0,21883.0,12641.0,9241.0,1985.0,4277.0,404.0,2495.0,32245.0,28273.0,16403.0,9778.0,6629.0,11828.0,4020.0,19477.0,19662.0,186.0,169294.0,,,19225.0,21445.0,2156.0,143400.0,26014.0,169294.0,169294.0,,53848.0,61883.0,160869.0,,2736.0,5816.0,157786.0,117671.0,,40369.0,35072.0,,,,,,,,,,,,,117671.0,78487.0,34797.0,10641.0,8052.0,2591.0,14683.0,3057.0,779.0,3425.0,1664.0,4166.0,1858.0,9479.0,3497.0,6000.0,43677.0,15169.0,6294.0,3973.0,4123.0,2571.0,5949.0,5700.0,78538.0,2172.0,2237.0,39182.0,26024.0,13158.0,117671.0,104517.0,13158.0,36273.0,37334.0,9200.0,10195.0,5772.0,4318.0,143.0,3714.0,844.0,679.0,174.0,6944.0,172.0,5954.0,3330.0,2360.0,269.0,790.0,36273.0,37334.0,1280.0,6240.0,20973.0,8657.0,790.0,115350.0,,,,,,,,,,,,,,,2237.0,-595.0,90273.0,47188.0,43102.0,24572.0,2237.0,22959.0,-595.0,99197.0,,,,,,,,,,,,,,,2172.0,-595.0,75911.0,77457.0,-1546.0,22946.0,21961.0,951.0,21445.0,19662.0,1770.0,2156.0,186.0,1966.0
2008-04-01,274708.0,172251.0,102912.0,74771.0,26648.0,274708.0,160073.0,121867.0,79708.0,42153.0,39171.0,31861.0,7263.0,-1325.0,114635.0,87942.0,26284.0,153252.0,36511.0,2210.0,25323.0,3382.0,19295.0,3250.0,327.0,1110.0,110.0,2941.0,1406.0,2203.0,2273.0,1892.0,1142.0,2683.0,1678.0,866.0,8845.0,81194.0,30235.0,19479.0,7566.0,3293.0,6984.0,13511.0,8090.0,22214.0,12497.0,9744.0,2026.0,4560.0,378.0,2687.0,35265.0,31225.0,19249.0,11272.0,7979.0,11977.0,4106.0,19150.0,19320.0,169.0,172251.0,,,19359.0,21255.0,2053.0,146219.0,26111.0,172251.0,172251.0,,56661.0,66550.0,163983.0,,3526.0,5313.0,162206.0,121867.0,,40380.0,38008.0,,,,,,,,,,,,,121867.0,79708.0,34932.0,10959.0,7835.0,3198.0,15188.0,3198.0,1048.0,3535.0,1929.0,3460.0,2102.0,8721.0,1954.0,6784.0,43626.0,14864.0,6264.0,3837.0,4385.0,2366.0,6183.0,5771.0,78584.0,3545.0,2405.0,42153.0,27852.0,14314.0,121867.0,107554.0,14314.0,39171.0,40019.0,9942.0,11362.0,6547.0,4539.0,250.0,3005.0,991.0,816.0,179.0,7333.0,101.0,6622.0,3710.0,2666.0,270.0,844.0,39171.0,40019.0,1424.0,6744.0,22544.0,9226.0,844.0,114635.0,,,,,,,,,,,,,,,2405.0,-605.0,87942.0,46168.0,41813.0,26284.0,2405.0,24502.0,-605.0,102912.0,,,,,,,,,,,,,,,3545.0,-605.0,74771.0,76346.0,-1582.0,26648.0,25626.0,977.0,21255.0,19320.0,1867.0,2053.0,169.0,1881.0
2008-07-01,267526.0,166679.0,101111.0,75097.0,25688.0,267526.0,155442.0,119083.0,79519.0,39544.0,34862.0,28587.0,6218.0,1254.0,112375.0,86985.0,25121.0,148974.0,34875.0,2946.0,24422.0,3642.0,18260.0,3385.0,263.0,1022.0,95.0,2914.0,1248.0,2217.0,1900.0,2062.0,1126.0,2222.0,1553.0,813.0,7406.0,80505.0,29189.0,18549.0,7679.0,3022.0,6612.0,14396.0,8348.0,22040.0,12045.0,10031.0,2309.0,4826.0,628.0,2259.0,33351.0,29274.0,16953.0,9859.0,7096.0,12298.0,4108.0,17828.0,18022.0,189.0,166679.0,,,17933.0,19961.0,2105.0,140539.0,26238.0,166679.0,166679.0,,58212.0,63089.0,162234.0,,2915.0,4703.0,160447.0,119083.0,,41364.0,36117.0,,,,,,,,,,,,,119083.0,79519.0,33732.0,10725.0,7668.0,3095.0,14880.0,3052.0,1098.0,3482.0,1912.0,3409.0,2059.0,8017.0,1742.0,6287.0,43348.0,15228.0,5803.0,3873.0,4416.0,2570.0,6094.0,5253.0,77097.0,4960.0,2539.0,39544.0,26147.0,13391.0,119083.0,105682.0,13391.0,34862.0,35659.0,8435.0,9648.0,5534.0,3754.0,349.0,2926.0,1020.0,893.0,135.0,6870.0,-19.0,6489.0,3741.0,2500.0,241.0,787.0,34862.0,35659.0,1144.0,6093.0,20413.0,7803.0,787.0,112375.0,,,,,,,,,,,,,,,2539.0,-584.0,86985.0,44080.0,42972.0,25121.0,2539.0,23196.0,-584.0,101111.0,,,,,,,,,,,,,,,4960.0,-584.0,75097.0,76663.0,-1564.0,25688.0,24673.0,979.0,19961.0,18022.0,1895.0,2105.0,189.0,1914.0
2008-10-01,272748.0,172713.0,100556.0,73796.0,26499.0,272748.0,160123.0,121939.0,77848.0,44058.0,36429.0,29389.0,6977.0,1583.0,113094.0,85533.0,27395.0,152787.0,36709.0,2773.0,25993.0,4935.0,18107.0,3338.0,266.0,1132.0,499.0,2610.0,1271.0,2056.0,1668.0,2061.0,990.0,2494.0,1740.0,891.0,7964.0,80155.0,28325.0,18373.0,7189.0,2822.0,6900.0,14919.0,8349.0,21975.0,12573.0,9453.0,2292.0,4330.0,386.0,2404.0,35765.0,31847.0,19697.0,11329.0,8367.0,12219.0,3948.0,20055.0,20228.0,175.0,172713.0,,,21344.0,23556.0,2292.0,146553.0,26268.0,172713.0,172713.0,,49178.0,59611.0,164204.0,,2714.0,6084.0,160837.0,121939.0,,39187.0,37901.0,,,,,,,,,,,,,121939.0,77848.0,34745.0,11263.0,8200.0,3139.0,13757.0,3088.0,909.0,3542.0,1744.0,2526.0,2019.0,9643.0,3423.0,6312.0,42619.0,15065.0,5741.0,3328.0,4087.0,2390.0,6266.0,5671.0,77373.0,2516.0,2024.0,44058.0,28672.0,15418.0,121939.0,106530.0,15418.0,36429.0,37223.0,8280.0,10615.0,6123.0,4098.0,358.0,3086.0,1208.0,1119.0,112.0,6965.0,-23.0,6706.0,4129.0,2353.0,200.0,783.0,36429.0,37223.0,1131.0,6170.0,20922.0,8810.0,783.0,113094.0,,,,,,,,,,,,,,,2024.0,-567.0,85533.0,43183.0,42450.0,27395.0,2024.0,25950.0,-567.0,100556.0,,,,,,,,,,,,,,,2516.0,-567.0,73796.0,75278.0,-1471.0,26499.0,25555.0,905.0,23556.0,20228.0,3344.0,2292.0,175.0,2115.0
2009-01-01,252904.0,162839.0,90431.0,66965.0,23405.0,252904.0,151696.0,118102.0,77286.0,40841.0,34750.0,27637.0,7094.0,-1469.0,101806.0,77578.0,23927.0,144601.0,35552.0,2773.0,24205.0,4631.0,16515.0,2722.0,304.0,948.0,222.0,2567.0,1117.0,1835.0,1978.0,1554.0,929.0,2345.0,2004.0,773.0,8405.0,75714.0,27155.0,17904.0,6693.0,2636.0,6115.0,12988.0,7827.0,21629.0,12642.0,8979.0,1925.0,4096.0,381.0,2502.0,33192.0,29336.0,16708.0,10107.0,6605.0,12603.0,3879.0,18408.0,18631.0,224.0,162839.0,,,18186.0,20465.0,2196.0,136271.0,26618.0,162839.0,162839.0,,45536.0,55780.0,154242.0,,2712.0,5904.0,151050.0,118102.0,,33677.0,33312.0,,,,,,,,,,,,,118102.0,77286.0,33813.0,10233.0,7781.0,2451.0,13813.0,2997.0,793.0,3164.0,1711.0,3462.0,1825.0,9777.0,3660.0,6133.0,42992.0,15377.0,5831.0,3851.0,3805.0,2559.0,6033.0,5543.0,76854.0,2297.0,1867.0,40841.0,27382.0,13461.0,118102.0,104647.0,13461.0,34750.0,35881.0,8430.0,10279.0,5710.0,4396.0,194.0,3086.0,888.0,718.0,179.0,6628.0,118.0,6111.0,3370.0,2525.0,220.0,876.0,34750.0,35881.0,1309.0,6180.0,19362.0,8934.0,876.0,101806.0,,,,,,,,,,,,,,,1867.0,-550.0,77578.0,41091.0,36482.0,23927.0,1867.0,22633.0,-550.0,90431.0,,,,,,,,,,,,,,,2297.0,-550.0,66965.0,68402.0,-1436.0,23405.0,22494.0,886.0,20465.0,18631.0,1828.0,2196.0,224.0,1972.0
2009-04-01,255264.0,164243.0,91555.0,63783.0,26687.0,255264.0,155059.0,121810.0,77618.0,44204.0,35818.0,28388.0,7433.0,-2799.0,100543.0,74612.0,25753.0,146765.0,33057.0,2317.0,22204.0,2694.0,17032.0,3182.0,262.0,1009.0,119.0,2715.0,1188.0,1789.0,1875.0,1483.0,860.0,2496.0,1658.0,825.0,8439.0,77430.0,27616.0,17814.0,6911.0,2979.0,6804.0,13831.0,8024.0,21106.0,12064.0,9050.0,1995.0,3976.0,343.0,2638.0,36227.0,32313.0,19521.0,11538.0,7985.0,12794.0,3947.0,17591.0,17807.0,210.0,164243.0,,,17741.0,19712.0,2091.0,137549.0,26706.0,164243.0,164243.0,,48551.0,52082.0,163819.0,,3037.0,1984.0,164883.0,121810.0,,43055.0,33174.0,,,,,,,,,,,,,121810.0,77618.0,33371.0,10782.0,7803.0,3028.0,14184.0,3135.0,1036.0,3269.0,1786.0,3034.0,2001.0,8386.0,1711.0,6695.0,42885.0,15018.0,5922.0,3717.0,4070.0,2358.0,6218.0,5577.0,76274.0,3792.0,2417.0,44204.0,29396.0,14821.0,121810.0,106993.0,14821.0,35818.0,36650.0,8529.0,10929.0,6053.0,4672.0,198.0,2560.0,1018.0,836.0,185.0,6287.0,59.0,6654.0,3817.0,2617.0,234.0,830.0,35818.0,36650.0,1260.0,6094.0,19884.0,9388.0,830.0,100543.0,,,,,,,,,,,,,,,2417.0,-553.0,74612.0,39977.0,34645.0,25753.0,2417.0,23907.0,-553.0,91555.0,,,,,,,,,,,,,,,3792.0,-553.0,63783.0,65205.0,-1430.0,26687.0,25770.0,878.0,19712.0,17807.0,1859.0,2091.0,210.0,1878.0
2009-07-01,252554.0,160301.0,92599.0,66457.0,26031.0,252554.0,150263.0,119929.0,78189.0,41742.0,31265.0,24314.0,6946.0,-988.0,102740.0,78588.0,23970.0,143765.0,32255.0,3123.0,22026.0,3022.0,16598.0,3405.0,222.0,979.0,95.0,2946.0,1129.0,1925.0,1547.0,1650.0,770.0,2084.0,1539.0,801.0,7014.0,77234.0,27548.0,17661.0,7060.0,2876.0,6276.0,14316.0,8369.0,20804.0,11612.0,9188.0,2300.0,4078.0,486.0,2283.0,34219.0,30214.0,17123.0,10027.0,7093.0,13080.0,4020.0,16623.0,16846.0,215.0,160301.0,,,16532.0,18779.0,2267.0,133500.0,26833.0,160301.0,160301.0,,42653.0,50101.0,154620.0,,2792.0,4555.0,152859.0,119929.0,,33256.0,30309.0,,,,,,,,,,,,,119929.0,78189.0,32580.0,10601.0,7600.0,3035.0,13941.0,2993.0,1048.0,3229.0,1834.0,3193.0,1756.0,7980.0,1576.0,6416.0,42951.0,15461.0,5615.0,3806.0,4130.0,2574.0,6141.0,5121.0,75549.0,5126.0,2476.0,41742.0,27802.0,13940.0,119929.0,105974.0,13940.0,31265.0,32137.0,6872.0,9319.0,5194.0,3833.0,280.0,2313.0,1041.0,909.0,140.0,5869.0,17.0,6519.0,3556.0,2765.0,207.0,867.0,31265.0,32137.0,980.0,5285.0,17530.0,8209.0,867.0,102740.0,,,,,,,,,,,,,,,2476.0,-570.0,78588.0,41356.0,37232.0,23970.0,2476.0,22095.0,-570.0,92599.0,,,,,,,,,,,,,,,5126.0,-570.0,66457.0,67994.0,-1535.0,26031.0,25033.0,965.0,18779.0,16846.0,1910.0,2267.0,215.0,2051.0
2009-10-01,265713.0,168581.0,97650.0,70420.0,27057.0,265713.0,155147.0,122384.0,76522.0,45865.0,32307.0,25083.0,7239.0,475.0,110977.0,84413.0,26365.0,149915.0,35211.0,2973.0,25130.0,4850.0,17399.0,3307.0,243.0,1110.0,515.0,2962.0,1137.0,1990.0,1429.0,1949.0,720.0,2306.0,1658.0,881.0,7117.0,77963.0,27437.0,17928.0,6926.0,2611.0,6767.0,14939.0,8468.0,20648.0,12064.0,8590.0,2312.0,3506.0,403.0,2345.0,36715.0,32824.0,19921.0,11566.0,8354.0,12946.0,3907.0,18751.0,18961.0,203.0,168581.0,,,19905.0,22322.0,2394.0,141772.0,26869.0,168581.0,168581.0,,47807.0,51657.0,165493.0,,2988.0,5712.0,162768.0,122384.0,,40623.0,32707.0,,,,,,,,,,,,,122384.0,76522.0,34186.0,11277.0,8262.0,3075.0,13359.0,3072.0,915.0,3313.0,1721.0,2535.0,1861.0,9499.0,3171.0,6399.0,41997.0,15366.0,5384.0,3263.0,3862.0,2396.0,6152.0,5550.0,76191.0,2419.0,2076.0,45865.0,29832.0,16068.0,122384.0,106347.0,16068.0,32307.0,33442.0,6743.0,10032.0,5570.0,4110.0,312.0,1893.0,1308.0,1213.0,119.0,6177.0,51.0,7017.0,3841.0,2955.0,200.0,1142.0,32307.0,33442.0,992.0,5679.0,17845.0,8806.0,1142.0,110977.0,,,,,,,,,,,,,,,2076.0,-598.0,84413.0,43606.0,40845.0,26365.0,2076.0,24907.0,-598.0,97650.0,,,,,,,,,,,,,,,2419.0,-598.0,70420.0,72032.0,-1596.0,27057.0,26012.0,998.0,22322.0,18961.0,3543.0,2394.0,203.0,2190.0
